Source IP,Destination IP,Source Port,Destination Port,Timestamp,Protocol,Packet Size,Flags,Severity Level
123.206.108.39,160.20.248.24,23570,49175,1/10/2024 14:57,ICMP,927,Xf019,Normal
216.129.50.12,96.66.160.208,30719,56400,1/4/2024 21:47,UDP,614,pT985,Malicious
98.209.156.31,71.161.132.131,38391,14723,1/9/2024 21:21,ICMP,1270,In934,Malicious
8.36.109.249,154.241.51.153,61112,61531,1/22/2024 18:25,TCP,198,Sr753,Normal
149.52.191.11,18.226.153.111,62596,37763,1/13/2024 6:04,UDP,1228,UM929,Normal
87.98.194.108,223.58.61.162,30507,37936,1/13/2024 2:27,TCP,1500,vm737,Suspicious
41.63.72.220,21.153.205.184,6121,42268,1/1/2024 11:30,ICMP,129,WY055,Normal
221.13.5.142,34.223.232.241,65345,62574,1/7/2024 11:01,UDP,759,vr045,Normal
141.63.163.198,152.150.104.167,60892,5589,1/1/2024 21:51,TCP,134,bf202,Suspicious
192.200.171.42,202.131.231.239,23048,46673,1/22/2024 14:43,UDP,546,wf127,Malicious
143.190.211.143,154.92.180.168,7614,29752,1/22/2024 11:27,TCP,1064,vY629,Malicious
162.238.123.140,73.89.33.125,26553,44958,1/16/2024 5:05,UDP,1175,CO841,Suspicious
128.145.145.53,17.164.43.51,34228,19051,1/23/2024 22:14,UDP,1434,vJ770,Suspicious
153.9.130.214,149.175.206.83,8860,44014,1/10/2024 6:40,ICMP,1343,to015,Normal
49.28.187.160,49.84.203.219,49610,1791,1/6/2024 15:22,UDP,1353,LD937,Malicious
109.192.25.94,59.3.169.11,25871,4090,1/11/2024 7:30,ICMP,1445,QJ744,Normal
79.64.215.135,75.25.163.120,44747,50150,1/11/2024 16:43,UDP,1413,dd844,Malicious
139.74.68.165,66.207.249.47,62799,34179,1/20/2024 16:22,UDP,922,ZC361,Suspicious
84.190.117.85,95.170.29.76,27315,35211,1/4/2024 4:04,UDP,154,GW947,Normal
58.242.82.132,197.227.185.140,10825,19323,1/14/2024 3:18,TCP,353,aW795,Suspicious
56.131.21.207,128.84.170.218,34859,33957,1/7/2024 18:53,TCP,550,VA976,Normal
18.104.153.159,83.152.60.152,4637,8900,1/2/2024 20:09,TCP,255,kV044,Malicious
116.75.234.225,108.32.43.38,14029,51023,1/20/2024 2:27,ICMP,1327,YG199,Normal
113.171.217.187,61.30.124.251,8217,35409,1/14/2024 22:47,ICMP,83,sf954,Suspicious
208.11.48.15,87.2.88.73,1222,16926,1/7/2024 6:36,UDP,1397,Mi467,Malicious
83.118.51.168,62.172.255.167,40254,17542,1/7/2024 9:59,UDP,716,No203,Normal
80.251.31.187,4.248.254.222,146,52048,1/11/2024 7:13,TCP,865,Rf898,Malicious
213.140.54.130,79.160.82.2,27532,38718,1/7/2024 6:31,UDP,689,BW041,Malicious
87.231.111.139,185.85.74.227,8264,14612,1/22/2024 6:54,ICMP,585,yR681,Suspicious
163.125.167.156,221.80.33.50,708,3724,1/4/2024 23:27,ICMP,1104,EJ703,Normal
78.217.135.141,38.132.52.7,40369,30388,1/13/2024 17:19,ICMP,1279,AL394,Suspicious
185.225.238.204,105.212.68.23,36184,37986,1/21/2024 10:13,ICMP,785,Dr394,Malicious
215.57.248.186,104.66.5.215,46291,8876,1/9/2024 2:21,TCP,1313,Mn715,Normal
120.76.154.210,85.168.116.251,60316,13359,1/19/2024 12:46,ICMP,1266,nt943,Normal
113.73.52.62,161.172.199.96,39477,61347,1/20/2024 16:18,UDP,1467,xG829,Normal
153.101.241.26,191.243.136.52,54962,52745,1/9/2024 21:17,TCP,564,kq573,Malicious
106.232.118.231,193.158.21.113,22876,32020,1/23/2024 14:05,UDP,210,DD003,Malicious
102.218.234.123,195.206.162.20,38868,3638,1/8/2024 2:16,UDP,725,Ck886,Malicious
203.9.5.137,116.66.157.18,52482,34345,1/9/2024 21:14,TCP,1167,FS219,Suspicious
192.132.243.185,167.52.11.204,26417,14235,1/18/2024 19:16,ICMP,559,Qk163,Malicious
101.203.248.238,223.228.73.196,20641,6209,1/18/2024 23:53,TCP,1122,jf809,Suspicious
23.228.177.57,36.180.132.191,51175,2059,1/5/2024 11:54,ICMP,518,cP223,Suspicious
163.24.116.236,23.20.124.86,20239,18809,1/20/2024 15:27,ICMP,1154,vD965,Suspicious
88.86.127.179,17.128.227.21,43363,7546,1/8/2024 4:55,ICMP,456,Of371,Normal
132.170.29.220,117.33.137.110,46335,2245,1/15/2024 2:57,UDP,1495,Ae225,Suspicious
188.114.11.211,144.228.174.174,48048,62910,1/5/2024 3:30,ICMP,812,UE300,Malicious
150.44.232.172,78.252.148.241,42745,50822,1/15/2024 4:19,TCP,1248,Ty603,Normal
48.9.178.43,5.250.212.81,62454,49888,1/12/2024 10:44,UDP,1474,Mn794,Suspicious
8.51.254.154,123.210.120.80,46774,39708,1/2/2024 18:17,TCP,1278,qk733,Normal
39.15.187.236,188.82.202.81,24735,58389,1/5/2024 16:38,UDP,1027,zK066,Suspicious
125.225.49.254,110.102.33.233,49238,64795,1/23/2024 14:00,ICMP,754,XV823,Normal
100.225.5.185,10.77.58.149,59964,14290,1/4/2024 13:14,UDP,1275,pt714,Suspicious
172.8.67.115,80.77.23.15,16725,29047,1/5/2024 11:51,TCP,1232,JW992,Suspicious
44.197.149.123,78.210.195.159,39574,19743,1/14/2024 5:28,TCP,472,LW225,Normal
60.158.128.179,68.22.223.158,28149,61013,1/2/2024 13:19,ICMP,1474,Jt992,Suspicious
81.114.56.92,105.195.60.211,26237,15294,1/17/2024 9:22,TCP,1031,YH498,Malicious
196.255.190.142,189.45.129.118,10571,31530,1/19/2024 9:55,ICMP,1327,Ap815,Malicious
61.23.119.247,37.4.104.34,65499,25940,1/12/2024 19:00,ICMP,1485,MQ601,Suspicious
133.54.123.200,179.206.43.131,49106,56873,1/14/2024 0:36,TCP,1069,tn227,Normal
209.47.82.13,222.86.9.157,25110,31582,1/9/2024 15:24,TCP,174,pj916,Malicious
88.195.84.242,36.243.183.4,54087,6180,1/9/2024 23:43,ICMP,264,eB489,Malicious
219.152.20.4,58.30.245.26,37168,23820,1/10/2024 21:36,TCP,137,MC940,Suspicious
51.50.132.113,40.91.189.132,46324,31454,1/21/2024 5:59,ICMP,362,Rr156,Suspicious
105.235.88.80,142.71.69.159,20154,29367,1/7/2024 6:12,TCP,714,iZ073,Normal
219.96.75.116,44.34.208.156,49022,61903,1/16/2024 0:20,TCP,701,IG182,Normal
188.44.211.66,63.52.123.68,44252,41582,1/18/2024 19:06,UDP,365,Ib452,Normal
99.134.105.121,70.93.129.180,931,5498,1/22/2024 16:50,TCP,348,Wp451,Suspicious
222.35.65.109,14.211.105.85,49269,13328,1/22/2024 18:08,TCP,1447,sv406,Suspicious
22.251.196.56,203.191.76.28,13065,49561,1/7/2024 11:31,TCP,343,QG934,Malicious
69.16.30.170,199.125.194.47,16303,31752,1/3/2024 19:07,UDP,375,BZ984,Normal
208.176.43.100,150.123.131.66,10490,52753,1/16/2024 15:41,TCP,692,LZ818,Normal
105.219.213.255,77.246.251.53,53423,31762,1/8/2024 11:05,ICMP,658,sX548,Suspicious
137.129.76.229,138.148.141.4,19441,59580,1/24/2024 13:09,TCP,401,pa432,Suspicious
189.170.11.116,13.144.127.229,47082,63576,1/23/2024 7:22,TCP,574,ki566,Malicious
125.50.141.160,42.143.62.26,42851,25313,1/3/2024 4:21,ICMP,382,ed951,Malicious
41.104.94.159,17.160.189.138,34913,5408,1/5/2024 17:49,UDP,1333,iq346,Suspicious
90.54.14.209,155.109.11.250,2982,18047,1/6/2024 5:35,ICMP,656,cj661,Malicious
115.33.159.97,136.35.91.45,10805,50026,1/24/2024 15:13,UDP,818,gk780,Suspicious
170.13.95.230,101.112.25.225,55555,38467,1/1/2024 2:39,ICMP,780,Av483,Suspicious
171.221.76.129,111.238.22.216,11508,12694,1/1/2024 4:44,UDP,442,qo987,Malicious
216.70.168.247,38.105.181.56,308,26375,1/16/2024 20:37,TCP,869,HE440,Malicious
158.19.12.102,7.111.246.44,61031,1076,1/12/2024 14:58,ICMP,845,FZ757,Suspicious
206.187.163.128,167.33.33.132,28429,10243,1/11/2024 20:22,UDP,222,pt284,Normal
111.129.216.52,165.140.80.38,38542,11617,1/10/2024 17:29,TCP,996,bE942,Normal
221.86.84.252,70.114.116.39,28661,55037,1/6/2024 23:23,ICMP,872,nn188,Normal
114.196.153.222,100.29.107.148,62401,27238,1/7/2024 15:25,TCP,952,EL869,Normal
180.254.90.104,191.176.152.247,21481,8636,1/18/2024 18:23,ICMP,1201,kJ399,Suspicious
198.226.111.132,52.65.216.209,10152,30648,1/5/2024 3:09,UDP,725,dj568,Suspicious
143.185.235.172,167.74.142.242,48999,57058,1/1/2024 12:51,UDP,213,yh151,Suspicious
130.126.89.179,104.48.137.168,1265,58973,1/24/2024 14:42,ICMP,856,wx026,Malicious
68.186.243.236,159.153.78.159,59847,25514,1/14/2024 23:22,UDP,314,Vg536,Malicious
12.140.97.246,202.106.238.16,11196,31598,1/19/2024 5:16,TCP,1175,kp339,Normal
17.180.151.89,41.189.133.182,45318,18790,1/10/2024 15:14,ICMP,1154,HH159,Malicious
62.238.152.31,44.221.7.132,6508,40053,1/9/2024 8:15,UDP,1457,oa190,Suspicious
4.220.96.139,50.94.92.70,17158,18385,1/16/2024 14:44,TCP,532,Sf107,Malicious
223.77.0.174,43.233.130.4,6336,4196,1/18/2024 7:56,UDP,824,Kq756,Normal
57.173.245.83,84.53.62.76,23417,63644,1/3/2024 19:27,ICMP,1341,zA322,Suspicious
45.206.193.76,39.153.15.180,22950,61395,1/8/2024 14:26,UDP,98,Mf112,Normal
59.131.80.8,109.208.20.96,39331,45752,1/9/2024 9:24,ICMP,795,nG663,Malicious
96.114.254.193,50.89.23.10,3869,42829,1/13/2024 21:17,TCP,1236,aW417,Suspicious
102.160.26.39,13.253.79.177,19422,52461,1/3/2024 7:14,ICMP,1424,Vh933,Malicious
69.215.71.170,139.120.12.113,40252,41518,1/7/2024 11:15,UDP,97,KH406,Suspicious
36.36.68.199,156.180.226.88,33767,17379,1/14/2024 1:07,TCP,161,tm231,Normal
65.97.165.117,74.35.56.56,52891,29796,1/15/2024 9:34,ICMP,404,Fd440,Suspicious
147.42.16.87,187.63.58.155,15292,64587,1/4/2024 19:11,ICMP,1488,iA441,Normal
139.67.34.31,30.57.92.210,21728,25900,1/18/2024 11:11,TCP,68,Jn160,Normal
160.117.14.59,82.228.151.154,37136,22210,1/5/2024 6:21,UDP,562,hJ705,Normal
55.255.210.218,80.226.116.141,37164,23240,1/4/2024 11:27,ICMP,936,eR363,Suspicious
194.133.86.72,77.98.92.150,55298,48993,1/14/2024 7:20,ICMP,561,qE592,Suspicious
69.213.16.199,23.183.160.133,7111,50733,1/24/2024 6:23,TCP,74,Uz358,Normal
200.119.169.148,177.8.174.134,32319,6808,1/7/2024 21:40,UDP,209,Xo358,Malicious
27.68.238.224,154.10.234.154,29997,4786,1/21/2024 4:49,ICMP,130,En644,Suspicious
98.167.11.137,101.237.73.145,36781,57770,1/8/2024 9:48,ICMP,238,Fy644,Normal
15.197.173.160,14.242.227.144,47248,12135,1/9/2024 8:37,UDP,967,Bd566,Normal
221.250.243.45,184.112.109.189,46316,44295,1/17/2024 6:07,ICMP,1267,lS882,Normal
203.29.107.180,203.80.112.122,59469,49469,1/10/2024 6:56,UDP,167,vv707,Normal
151.53.74.24,91.41.32.149,26344,5347,1/18/2024 18:45,UDP,1090,JF173,Suspicious
167.145.250.51,95.154.241.119,39369,4966,1/20/2024 10:31,TCP,1145,Lf125,Normal
188.146.4.233,97.187.121.46,42425,8348,1/12/2024 8:50,ICMP,375,ih344,Malicious
74.170.100.229,171.164.241.187,44616,60052,1/22/2024 11:50,TCP,1407,Gl887,Malicious
126.7.40.172,82.213.28.210,56628,37448,1/8/2024 19:52,TCP,588,sq832,Malicious
39.224.167.78,130.136.71.199,58727,64579,1/1/2024 18:06,TCP,820,Jx439,Normal
57.164.195.236,191.194.172.191,59420,30049,1/7/2024 3:45,TCP,480,mT236,Suspicious
115.95.45.219,110.125.223.181,41806,25878,1/14/2024 15:40,TCP,1054,Br057,Normal
80.90.185.98,2.44.126.22,3221,25941,1/16/2024 19:35,UDP,943,PD716,Normal
148.108.88.108,79.68.100.223,26214,56772,1/20/2024 9:15,UDP,647,Td832,Normal
112.195.92.104,133.135.2.206,19830,39620,1/24/2024 8:30,UDP,1343,pO963,Suspicious
141.150.206.54,103.229.98.166,26242,42701,1/18/2024 18:13,TCP,1401,zb170,Suspicious
100.179.107.204,64.53.191.241,58378,52464,1/20/2024 9:43,UDP,155,Ip411,Suspicious
67.238.221.238,110.125.150.199,16683,28923,1/24/2024 0:54,ICMP,184,XZ011,Malicious
132.125.243.170,57.40.213.206,47410,10753,1/23/2024 14:09,UDP,1170,CH798,Normal
13.102.26.8,143.208.14.70,32367,53047,1/9/2024 3:58,TCP,1346,ct591,Malicious
67.243.225.242,130.180.221.163,17348,23016,1/7/2024 5:24,ICMP,1397,qp404,Normal
140.179.10.135,206.170.165.218,54160,8306,1/18/2024 12:24,TCP,95,zA442,Malicious
125.124.42.230,11.249.19.162,23672,26785,1/5/2024 18:03,ICMP,419,AG736,Malicious
121.71.132.151,188.75.81.250,22,2091,1/15/2024 16:13,UDP,1298,nE743,Normal
216.21.51.175,79.66.187.194,34040,63547,1/10/2024 16:16,UDP,242,uf526,Malicious
30.240.183.255,166.196.32.121,43488,22700,1/4/2024 16:33,ICMP,1452,YW104,Suspicious
213.232.97.221,96.163.90.218,37757,9993,1/3/2024 20:15,TCP,386,jt025,Suspicious
166.118.214.5,194.148.109.70,13833,49723,1/1/2024 0:12,ICMP,1249,AJ409,Suspicious
210.97.131.101,178.74.61.186,33734,12479,1/22/2024 6:30,ICMP,834,Qs200,Suspicious
109.199.28.177,148.222.70.4,11502,16186,1/24/2024 16:37,TCP,1378,ln009,Malicious
98.116.4.44,201.13.68.54,5904,35864,1/6/2024 19:15,ICMP,975,Vj072,Malicious
27.78.251.128,26.55.167.20,22486,53324,1/22/2024 11:30,TCP,749,HY297,Suspicious
148.196.72.45,114.176.71.125,13328,5446,1/11/2024 1:50,ICMP,1024,di108,Malicious
214.68.58.98,76.207.150.80,43739,55469,1/7/2024 17:26,UDP,1012,Tl919,Normal
185.246.17.228,41.86.168.158,14905,29193,1/1/2024 12:45,UDP,801,mO569,Suspicious
56.63.164.114,71.230.154.137,37619,22716,1/19/2024 9:28,UDP,1366,NC814,Normal
139.112.152.135,222.31.23.93,40844,52263,1/6/2024 13:20,TCP,1339,JD204,Malicious
13.16.248.226,213.9.27.192,56230,63577,1/15/2024 22:42,ICMP,410,tg825,Malicious
142.23.131.226,98.221.226.184,10130,35736,1/6/2024 0:54,ICMP,1202,tY975,Suspicious
136.221.118.127,67.241.190.175,13046,38456,1/14/2024 5:39,ICMP,1258,GB468,Suspicious
20.227.160.231,205.244.188.238,2074,7135,1/23/2024 21:56,TCP,1223,jR920,Normal
2.59.145.30,56.129.132.203,59122,14371,1/2/2024 22:22,UDP,483,DR172,Suspicious
165.189.216.33,178.30.183.194,2068,3583,1/21/2024 18:17,TCP,1461,Bd407,Malicious
43.154.162.209,65.251.8.215,37018,37216,1/21/2024 10:01,UDP,1068,Or568,Suspicious
32.34.33.209,172.122.150.68,45697,9428,1/14/2024 7:24,ICMP,841,aN116,Suspicious
68.159.60.254,165.204.11.118,20027,30629,1/11/2024 16:09,ICMP,409,HX014,Normal
156.115.216.189,123.64.17.67,57622,41703,1/14/2024 16:20,UDP,142,Pg229,Normal
18.225.53.191,97.135.55.32,59465,28856,1/13/2024 22:05,TCP,189,we859,Malicious
4.38.127.136,6.245.124.144,51319,56848,1/3/2024 18:53,TCP,1163,Of843,Malicious
120.3.9.142,2.8.115.101,19294,39268,1/23/2024 18:21,TCP,454,xs861,Normal
82.241.129.21,85.8.203.214,15610,52875,1/21/2024 8:43,ICMP,1351,iw554,Normal
203.119.51.181,170.102.103.167,65047,14938,1/2/2024 18:06,TCP,1050,wp182,Malicious
174.214.91.50,168.50.49.173,19672,28636,1/1/2024 7:40,TCP,635,MK934,Normal
90.81.169.15,159.244.84.197,52578,17864,1/5/2024 3:49,UDP,725,df255,Suspicious
70.72.127.162,65.166.210.109,30213,25041,1/7/2024 14:06,UDP,1122,gp318,Normal
78.67.127.2,143.176.95.122,35295,62322,1/18/2024 23:21,TCP,330,Ju488,Suspicious
111.199.92.249,31.236.179.8,30134,17984,1/14/2024 13:14,UDP,1343,cB046,Normal
202.2.2.147,174.65.71.100,22208,52082,1/9/2024 6:32,ICMP,499,Kj905,Malicious
216.157.223.239,200.84.198.230,13719,3016,1/12/2024 10:54,ICMP,720,hQ650,Normal
155.146.79.251,98.74.108.216,35984,34215,1/6/2024 15:51,ICMP,439,YK463,Malicious
217.150.91.240,83.225.164.110,39818,19389,1/18/2024 22:39,UDP,447,NQ028,Suspicious
90.91.200.78,205.38.66.192,42348,9057,1/13/2024 18:05,TCP,362,Uf168,Normal
111.232.16.129,90.66.255.59,11837,22372,1/12/2024 12:51,ICMP,605,iE203,Normal
219.71.25.186,113.152.64.92,20027,29180,1/9/2024 10:51,UDP,649,rU923,Malicious
1.15.215.123,72.63.251.232,46868,13960,1/14/2024 8:25,ICMP,436,OT980,Suspicious
9.217.170.213,42.122.148.98,3374,24324,1/16/2024 15:19,ICMP,1178,NT123,Normal
31.64.123.40,17.142.48.160,43040,49814,1/15/2024 20:14,ICMP,153,GO246,Normal
138.172.120.207,34.22.152.2,19059,27532,1/15/2024 21:23,ICMP,788,ge613,Normal
179.217.66.143,208.14.197.159,17091,26984,1/12/2024 12:11,TCP,715,Zy976,Malicious
158.179.193.16,73.206.250.116,48619,44655,1/19/2024 22:41,UDP,756,xN921,Suspicious
50.32.126.160,103.21.234.106,30396,62729,1/5/2024 19:30,UDP,1056,Rn609,Normal
114.11.211.190,89.160.65.149,31925,55534,1/9/2024 0:25,ICMP,585,up251,Normal
177.187.90.161,122.148.189.34,10134,54950,1/17/2024 3:40,TCP,521,cJ623,Suspicious
131.157.255.185,150.179.162.50,2562,3704,1/14/2024 0:49,TCP,1131,rx467,Suspicious
106.2.200.108,197.87.165.81,41730,34410,1/10/2024 1:40,TCP,616,iK254,Suspicious
34.126.38.42,8.81.251.160,64024,37616,1/23/2024 5:46,TCP,76,tT675,Normal
71.191.98.246,10.37.61.137,1486,58443,1/12/2024 22:57,TCP,1463,Du393,Normal
1.231.80.124,173.189.72.104,63779,35785,1/21/2024 3:54,TCP,794,LA638,Normal
51.194.33.176,82.103.55.12,27971,3356,1/1/2024 6:32,TCP,1154,ZU655,Normal
119.171.34.113,56.79.236.61,50391,13148,1/19/2024 21:06,ICMP,531,qc302,Malicious
208.19.163.45,144.222.192.243,1873,7738,1/4/2024 11:34,ICMP,194,Ea862,Suspicious
43.123.116.187,24.88.12.74,38151,34818,1/16/2024 9:09,UDP,168,Il241,Malicious
146.132.237.80,128.253.202.188,63221,26140,1/9/2024 7:29,UDP,309,OX038,Normal
21.155.217.37,6.217.244.16,11065,7570,1/15/2024 8:54,UDP,333,Xz295,Malicious
211.142.190.24,111.68.11.65,59248,17111,1/4/2024 18:50,UDP,849,hC613,Normal
70.203.97.116,73.57.237.51,5331,37739,1/7/2024 9:19,TCP,508,ZV838,Normal
120.132.255.11,97.52.193.19,20589,14689,1/16/2024 10:49,TCP,189,Gk469,Malicious
122.68.242.180,193.155.168.179,52494,36281,1/23/2024 13:41,UDP,336,Yp514,Normal
132.122.13.95,168.222.243.110,51864,33723,1/7/2024 2:00,UDP,868,GN268,Malicious
54.214.158.101,108.60.149.217,6746,57787,1/11/2024 4:10,TCP,1386,LT939,Malicious
207.240.3.48,20.71.209.141,3649,14763,1/21/2024 5:23,ICMP,1025,iC149,Malicious
204.231.136.212,133.66.107.231,42034,34849,1/11/2024 19:45,TCP,658,Gd967,Suspicious
37.229.33.36,87.35.176.67,24381,38756,1/21/2024 2:20,TCP,1109,KO231,Suspicious
29.56.192.32,19.67.233.113,24453,36028,1/11/2024 11:24,TCP,302,qb805,Suspicious
150.174.186.221,174.142.187.123,60932,15130,1/8/2024 12:18,TCP,1178,yP341,Normal
162.194.208.78,75.227.157.180,27929,21550,1/7/2024 5:05,TCP,249,Hp984,Normal
210.94.49.51,41.176.247.238,58816,60747,1/13/2024 9:34,UDP,554,TV603,Malicious
119.95.19.188,85.179.246.52,13652,13676,1/10/2024 17:29,UDP,733,ir673,Suspicious
88.243.193.107,181.232.82.55,60410,15144,1/15/2024 11:55,ICMP,99,jm897,Normal
126.69.241.174,67.22.247.109,14187,23922,1/7/2024 13:43,TCP,1107,Um204,Malicious
134.5.51.81,52.29.133.225,30554,51680,1/6/2024 3:07,ICMP,470,ty141,Malicious
61.71.252.184,91.95.107.194,700,49120,1/23/2024 2:54,UDP,668,jm710,Suspicious
43.199.23.102,2.119.63.239,18555,47569,1/10/2024 11:17,TCP,373,TN408,Normal
80.182.220.202,141.28.254.6,28211,10771,1/9/2024 5:44,UDP,1163,WR234,Malicious
35.212.93.139,110.202.115.235,54450,12272,1/20/2024 2:27,UDP,1486,Ed255,Malicious
42.151.230.107,12.229.0.107,36489,47558,1/1/2024 8:16,TCP,1330,Aa325,Suspicious
16.28.31.91,52.43.254.192,32774,16077,1/14/2024 23:09,ICMP,373,Vq969,Malicious
218.57.49.122,143.4.101.2,29419,2325,1/16/2024 14:14,TCP,545,GG967,Normal
37.6.188.252,212.42.180.16,59586,35685,1/14/2024 19:24,UDP,748,xt269,Malicious
108.80.210.245,158.59.239.190,21740,25097,1/16/2024 9:16,ICMP,701,TS608,Suspicious
84.10.181.184,213.125.13.94,25168,27833,1/2/2024 3:04,ICMP,1277,Go640,Malicious
24.57.8.82,113.86.254.216,25928,11227,1/7/2024 0:03,ICMP,460,uc471,Malicious
173.65.208.80,171.215.83.157,52809,35012,1/7/2024 23:09,UDP,912,UX292,Normal
91.169.42.13,188.183.165.221,18760,62709,1/23/2024 19:29,TCP,202,CQ635,Normal
131.69.190.108,157.21.49.221,486,21969,1/7/2024 7:54,UDP,658,hC801,Suspicious
82.96.47.239,63.12.157.153,19291,23499,1/3/2024 15:15,ICMP,553,Yz923,Suspicious
106.199.12.101,167.86.186.5,14888,58962,1/23/2024 1:35,TCP,637,vS425,Malicious
138.234.17.83,75.179.114.150,42087,46264,1/22/2024 8:16,TCP,1295,RW034,Malicious
170.25.30.197,113.9.229.194,59685,33871,1/7/2024 19:48,ICMP,499,sZ424,Malicious
149.228.21.29,34.8.216.4,6767,33708,1/20/2024 1:33,ICMP,735,On031,Normal
44.191.63.75,60.201.149.13,44700,45855,1/21/2024 16:02,UDP,258,rh220,Malicious
217.226.9.77,144.82.37.186,45475,43927,1/12/2024 5:47,UDP,1122,YY510,Malicious
76.182.87.169,123.138.132.168,57726,31601,1/9/2024 18:18,UDP,1327,mh112,Suspicious
1.170.212.171,98.5.222.36,3896,48821,1/13/2024 19:41,TCP,1405,wl232,Normal
176.180.238.203,77.49.32.85,38309,5735,1/8/2024 2:44,TCP,836,zR252,Malicious
139.150.91.107,182.81.53.236,54085,59951,1/6/2024 5:18,ICMP,230,Hh728,Malicious
86.175.13.201,17.182.95.19,17095,14983,1/10/2024 20:25,UDP,132,BE243,Normal
39.122.12.12,21.192.162.50,43633,60194,1/4/2024 15:04,UDP,309,aV085,Malicious
89.165.48.112,97.187.64.71,30692,4016,1/14/2024 21:29,ICMP,253,xg580,Normal
194.9.24.215,153.160.152.172,30431,37624,1/8/2024 5:05,ICMP,1336,nR265,Normal
209.72.205.114,198.34.199.46,63274,37395,1/23/2024 4:54,UDP,337,tM131,Suspicious
36.245.139.79,165.100.19.118,53859,16491,1/14/2024 2:10,UDP,482,GH737,Malicious
2.24.255.149,86.80.229.208,19255,38412,1/18/2024 13:52,UDP,657,Dz193,Suspicious
5.219.130.219,132.88.61.123,47267,22058,1/9/2024 1:15,TCP,457,Lp427,Normal
208.73.221.59,193.136.236.95,26456,41687,1/13/2024 20:00,ICMP,777,Id518,Malicious
189.0.133.153,114.92.227.72,6987,28667,1/23/2024 17:09,TCP,1412,Sn508,Normal
55.226.181.253,41.39.48.25,6287,52387,1/22/2024 6:21,UDP,81,iW838,Suspicious
50.44.91.139,48.83.199.27,3610,55193,1/17/2024 17:03,UDP,791,qy852,Suspicious
133.52.141.113,83.197.149.67,2580,50895,1/12/2024 7:36,ICMP,1270,hP562,Normal
36.163.198.170,67.47.44.105,22448,52951,1/16/2024 1:49,UDP,298,qS418,Normal
32.238.230.200,25.236.254.13,12347,20288,1/16/2024 19:18,ICMP,300,Xj920,Malicious
68.112.99.88,89.81.210.79,19994,49555,1/11/2024 18:44,UDP,400,Gb552,Normal
73.52.180.213,180.62.131.194,58654,58402,1/21/2024 10:43,TCP,94,BY005,Malicious
189.253.142.132,65.193.101.214,3970,29974,1/4/2024 6:25,TCP,1302,tx698,Malicious
206.168.89.202,207.164.128.201,126,30576,1/4/2024 18:52,ICMP,1176,Mx069,Malicious
122.106.140.192,39.27.23.113,44329,7341,1/15/2024 20:37,ICMP,999,eQ536,Malicious
105.33.149.38,78.169.23.67,33261,26490,1/14/2024 7:06,ICMP,1410,bA769,Normal
27.59.125.63,135.127.230.222,41653,3249,1/8/2024 12:05,TCP,893,Ee665,Suspicious
61.41.84.17,111.184.75.146,1347,16247,1/4/2024 12:33,UDP,530,Ff056,Suspicious
85.134.188.58,128.24.192.71,49821,54003,1/9/2024 6:56,UDP,79,PA008,Normal
49.198.156.2,140.197.24.124,1523,13702,1/24/2024 2:33,ICMP,1475,BN581,Normal
205.106.78.40,152.92.16.96,795,33793,1/3/2024 10:03,TCP,1019,OE059,Suspicious
84.14.223.28,84.34.69.175,13876,27971,1/16/2024 14:41,UDP,1273,th819,Malicious
23.210.108.1,2.51.42.100,49032,62402,1/5/2024 10:50,UDP,278,yJ452,Normal
74.68.73.33,218.142.230.33,57137,32361,1/5/2024 5:29,UDP,463,Vo927,Suspicious
219.32.54.94,61.2.22.42,47625,56092,1/2/2024 22:28,UDP,292,ha470,Normal
119.5.107.143,42.190.69.208,58190,60054,1/8/2024 13:21,UDP,397,cU009,Suspicious
91.240.122.186,134.123.107.27,36865,8769,1/12/2024 14:38,ICMP,1496,rK153,Normal
15.158.68.63,222.125.13.23,3946,2878,1/4/2024 9:49,UDP,171,Rf258,Malicious
61.31.195.154,162.242.25.55,60375,11087,1/23/2024 15:22,UDP,240,If092,Malicious
222.91.195.51,57.203.109.121,11938,35575,1/17/2024 14:21,UDP,370,gI333,Suspicious
51.62.222.210,88.112.254.60,8066,53695,1/22/2024 13:22,TCP,849,jd691,Suspicious
121.16.36.216,158.212.253.94,58207,5316,1/12/2024 7:06,TCP,667,ft811,Malicious
159.186.31.30,168.216.121.234,2916,39863,1/11/2024 6:53,TCP,172,Zh579,Normal
101.110.120.230,115.103.174.151,58976,43445,1/7/2024 8:38,UDP,154,WT286,Normal
211.61.19.17,37.95.207.11,59250,55389,1/18/2024 12:50,TCP,811,FN566,Normal
199.108.65.251,26.208.0.25,54318,50397,1/1/2024 7:33,TCP,1236,xx647,Normal
62.103.209.130,220.115.127.23,20535,19604,1/9/2024 4:50,ICMP,1336,aq719,Suspicious
71.137.173.211,219.254.170.74,16092,59317,1/23/2024 4:57,TCP,95,Vo818,Malicious
38.214.73.63,168.229.125.95,26201,32888,1/22/2024 21:49,UDP,384,pU779,Suspicious
51.209.135.176,123.39.198.173,62427,2349,1/7/2024 4:15,TCP,83,rn477,Malicious
221.90.165.226,86.201.242.2,23537,48044,1/21/2024 2:34,UDP,881,XZ738,Suspicious
34.142.90.234,209.125.76.173,5472,24068,1/18/2024 2:19,TCP,275,Hs104,Malicious
