"subregion","region","pop","income","ipaddr","ufo2010","infections"
"hodgeman","kansas",1963,44176,1147,1,4
"hoke","north carolina",50536,46540,26978,5,53
"holmes","florida",19804,33510,6822,3,11
"holmes","mississippi",18796,22259,3355,1,7
"holmes","ohio",43025,44746,34872,1,27
"holt","missouri",4655,41737,2294,0,3
"holt","nebraska",10396,46292,7057,1,6
"hood","texas",52044,54002,41645,4,49
"hood river","oregon",22584,54109,23811,4,22
"hooker","nebraska",727,39125,0,0,0
"hopkins","kentucky",46718,39187,47037,7,54
"hopkins","texas",35469,42844,9667,0,24
"horry","south carolina",282285,42877,202040,84,318
"hot spring","arkansas",33394,38188,25580,0,19
"hot springs","wyoming",4822,43063,3575,0,3
"houghton","michigan",36520,34625,90151,2,21
"houston","alabama",103402,41766,64957,9,175
"houston","georgia",146136,55738,110876,10,207
"houston","minnesota",18837,53017,11630,1,14
"houston","tennessee",8413,34942,5715,2,18
"houston","texas",23161,32437,6625,1,17
"howard","arkansas",13735,37146,1660,3,3
"howard","indiana",82849,45022,122735,31,62
"howard","iowa",9563,45682,5641,0,7
"howard","maryland",299430,105692,418673,14,235
"howard","missouri",10169,46991,4186,1,3
"howard","nebraska",6336,46358,1273,0,2
"howard","texas",35408,41887,21343,3,21
"howell","missouri",40629,35625,16911,0,29
"hubbard","minnesota",20347,45733,9296,1,12
"hudson","new jersey",652302,57660,1436811,7,425
"hudspeth","texas",3337,22634,11131,1,18
"huerfano","colorado",6596,29737,938,4,4
"hughes","oklahoma",13836,33895,3965,1,4
"hughes","south dakota",17450,58082,54,0,0
"humboldt","california",134827,40376,139897,39,53
"humboldt","iowa",9729,48075,5497,0,6
"humboldt","nevada",17048,54943,8706,0,5
"humphreys","mississippi",9189,25730,11371,1,2
"humphreys","tennessee",18275,41810,6723,3,6
"hunt","texas",87079,45253,54815,4,60
"hunterdon","new jersey",127050,103879,187484,21,89
"huntingdon","pennsylvania",45943,43026,65122,3,26
"huntington","indiana",36987,47137,11949,0,15
"huron","michigan",32463,40200,17014,5,25
"huron","ohio",59280,48358,37905,0,64
"hutchinson","south dakota",7187,42386,2811,0,9
"hutchinson","texas",21922,44120,9764,3,14
"hyde","north carolina",5859,40753,10997,0,3
"hyde","south dakota",1437,43906,2042,1,9
"iberia","louisiana",73999,42989,45430,4,73
"iberville","louisiana",33228,43195,19438,0,18
"ida","iowa",7108,43918,4082,2,1
"idaho","idaho",16308,36706,13280,6,12
"imperial","california",176948,39402,118326,13,73
"independence","arkansas",37025,34878,14312,7,33
"indian river","florida",140567,46363,90601,15,107
"indiana","pennsylvania",88218,41424,101611,10,43
"ingham","michigan",281723,45758,1372594,32,387
"inyo","california",18495,49571,4701,10,3
"ionia","michigan",63941,46958,41093,3,28
"iosco","michigan",25357,36445,13673,2,25
"iowa","iowa",16189,57476,20189,0,12
"iowa","wisconsin",23807,55625,10333,1,11
"iredell","north carolina",162708,51139,204639,17,186
"irion","texas",1573,45250,637,0,1
"iron","michigan",11587,35390,8302,0,8
"iron","missouri",10374,32029,945,5,2
"iron","utah",46750,42226,105972,4,17
"iron","wisconsin",5934,37413,763,1,2
"iroquois","illinois",29240,48248,23972,4,24
"irwin","georgia",9600,40379,3948,2,17
"isabella","michigan",70617,36815,182814,5,41
"isanti","minnesota",38248,58721,29256,5,11
"island","washington",79177,59328,95136,7,52
"isle of wight","virginia",35399,64925,25451,3,26
"issaquena","mississippi",1386,22396,0,0,0
"itasca","minnesota",45221,47106,26053,6,19
"itawamba","mississippi",23340,37769,7984,0,11
"izard","arkansas",13474,31865,12523,1,27
"jack","texas",8983,46136,3442,1,1
"jackson","alabama",53019,36383,18571,4,43
"jackson","arkansas",17600,31352,6261,0,11
"jackson","colorado",1348,48571,262,0,0
"jackson","florida",48968,39869,37045,2,24
"jackson","georgia",60571,52883,65495,6,128
"jackson","illinois",60071,32896,135149,1,50
"jackson","indiana",43083,45666,29866,0,51
"jackson","iowa",19712,45042,14957,2,8
"jackson","kansas",13449,54440,12124,2,8
"jackson","kentucky",13331,21448,9183,0,20
"jackson","louisiana",16216,39809,7024,1,10
"jackson","michigan",160309,47169,131980,22,116
"jackson","minnesota",10281,47455,10420,0,6
"jackson","mississippi",140298,49620,67093,2,87
"jackson","missouri",677377,46874,1854150,94,1031
"jackson","north carolina",40448,36826,87456,4,54
"jackson","ohio",32954,37243,18200,4,36
"jackson","oklahoma",26237,41391,12412,2,24
"jackson","oregon",206412,43386,186611,43,138
"jackson","south dakota",3191,38581,127,0,0
"jackson","tennessee",11441,32846,5372,0,9
"jackson","texas",14255,50010,6526,0,10
"jackson","west virginia",29234,43191,13529,4,18
"jackson","wisconsin",20485,44106,11914,1,28
"james city","virginia",68967,75938,123815,13,59
"jasper","georgia",13630,44404,6825,4,7
"jasper","illinois",9614,47731,3181,1,3
"jasper","indiana",33456,55509,91279,4,27
"jasper","iowa",36602,48881,23858,0,27
"jasper","mississippi",16523,28914,6462,1,16
"jasper","missouri",115258,39522,69663,2,68
"jasper","south carolina",25833,36696,4364,0,7
"jasper","texas",35923,40099,22863,1,29
"jay","indiana",21366,40144,6758,0,7
"jeff davis","georgia",15156,35336,4983,0,13
"jeff davis","texas",2307,49149,2934,5,2
"jefferson","alabama",660009,45750,1185426,40,744
"jefferson","arkansas",74723,37682,111250,2,53
"jefferson","colorado",545358,67827,975920,18,211
"jefferson","florida",14256,42096,5877,0,6
"jefferson","georgia",16432,29178,10180,0,8
"jefferson","idaho",26684,52799,7147,1,2
"jefferson","illinois",38720,42679,34834,0,26
"jefferson","indiana",32554,43635,20590,0,27
"jefferson","iowa",16867,47784,31182,1,12
"jefferson","kansas",18945,58083,5606,0,2
"jefferson","kentucky",750828,46298,1254075,68,798
"jefferson","louisiana",433676,48374,415610,12,371
"jefferson","mississippi",7638,20375,1210,0,0
"jefferson","missouri",220209,56400,127608,11,133
"jefferson","montana",11401,59284,18710,3,21
"jefferson","nebraska",7521,42979,5866,0,7
"jefferson","new york",120262,45559,91159,5,131
"jefferson","ohio",68389,39453,37829,2,27
"jefferson","oklahoma",6377,34256,1785,1,1
"jefferson","oregon",21749,42867,12149,6,7
"jefferson","pennsylvania",44764,40058,24700,2,67
"jefferson","tennessee",52191,38015,26800,6,19
"jefferson","texas",251813,42883,205054,8,297
"jefferson","washington",29854,46887,8207,6,4
"jefferson","west virginia",54504,65285,47166,5,43
"jefferson","wisconsin",84498,55615,50724,6,60
"jefferson davis","louisiana",31432,43585,10403,4,19
"jefferson davis","mississippi",12032,25842,5495,1,4
"jenkins","georgia",9213,25467,1025,0,2
"jennings","indiana",28161,44815,14027,1,18
"jerauld","south dakota",2047,43705,636,0,0
"jerome","idaho",22499,39232,4962,0,13
"jersey","illinois",22742,54469,23587,1,15
"jessamine","kentucky",49635,48547,59347,2,85
"jewell","kansas",3046,39713,891,1,0
"jim hogg","texas",5249,36752,1020,0,4
"jim wells","texas",41754,37413,13552,1,21
"jo daviess","illinois",22549,52487,13963,3,13
"johnson","arkansas",25901,31400,14745,8,39
"johnson","georgia",9897,31301,1528,0,2
"johnson","illinois",12760,42172,8085,0,4
"johnson","indiana",143191,62754,94896,13,110
"johnson","iowa",136317,53703,383947,16,127
"johnson","kansas",559913,74761,1067354,57,503
"johnson","kentucky",23383,32421,12749,0,25
"johnson","missouri",54397,47268,95950,9,60
"johnson","nebraska",5140,43643,2812,0,1
"johnson","tennessee",18095,32159,7577,1,10
"johnson","texas",153441,55970,103207,14,93
"johnson","wyoming",8615,55094,7482,1,6
"johnston","north carolina",174938,49888,124433,7,177
"johnston","oklahoma",11003,35789,3436,0,2
"jones","georgia",28577,51265,11352,1,35
"jones","iowa",20639,50745,12337,1,9
"jones","mississippi",68641,37643,29827,4,41
"jones","north carolina",10275,40687,10940,1,14
"jones","south dakota",1013,50795,255,0,0
"jones","texas",19973,37872,21039,0,11
"josephine","oregon",82930,37824,60174,23,56
"juab","utah",10341,54000,13020,1,0
"judith basin","montana",2024,40046,374,0,1
"juneau","wisconsin",26631,45507,17449,1,11
"juniata","pennsylvania",24904,45496,7510,0,20
"kalamazoo","michigan",254580,46019,361967,12,198
"kalkaska","michigan",17099,39130,7514,0,6
"kanabec","minnesota",16005,46863,4093,0,2
"kanawha","west virginia",192179,44265,178199,11,236
"kandiyohi","minnesota",42379,49915,27367,3,27
"kane","illinois",522487,69496,800512,27,357
"kane","utah",7221,45439,7150,1,4
"kankakee","illinois",113040,49266,53779,9,73
"karnes","texas",15233,39297,6041,0,10
"kaufman","texas",106753,60575,66618,8,78
"kay","oklahoma",45831,40164,25002,1,21
"kearney","nebraska",6485,54611,1401,0,2
"kearny","kansas",3968,50612,1148,0,0
"keith","nebraska",8220,42705,5114,2,4
"kemper","mississippi",10335,25584,2330,0,6
"kendall","illinois",118105,82649,74475,3,69
"kendall","texas",35956,72092,22513,2,25
"kenedy","texas",431,45625,0,0,0
"kennebec","maine",121853,46904,192532,19,104
"kenosha","wisconsin",167936,54846,172597,14,110
"kent","delaware",167626,54783,301541,19,133
"kent","maryland",20191,53480,25162,3,4
"kent","michigan",614462,50801,988022,20,798
"kent","rhode island",164843,61279,154116,11,120
"kent","texas",839,43750,0,1,0
"kenton","kentucky",161711,53375,163576,6,170
"keokuk","iowa",10374,42030,3569,0,3
"kern","california",856158,48021,557822,67,656
"kerr","texas",49786,44529,61999,3,47
"kershaw","south carolina",62343,43509,53938,3,53
"kewaunee","wisconsin",20624,54783,10987,1,6
"keweenaw","michigan",2215,39821,429,0,0
"keya paha","nebraska",804,38125,382,2,4
"kidder","north dakota",2426,37105,892,1,0
"kimball","nebraska",3783,43191,4124,0,3
"kimble","texas",4560,43653,1529,5,0
"king","texas",276,61250,0,0,0
"king","washington",2007440,70567,5107300,218,1079
"king and queen","virginia",7046,48170,3826,1,2
"king george","virginia",24500,82173,30727,2,17
"king william","virginia",15981,64982,25360,1,11
"kingfisher","oklahoma",15005,52130,20236,3,39
"kingman","kansas",7863,45817,3944,6,2
"kings","california",151364,48838,76101,19,88
"kings","new york",2565635,44593,1670704,0,1541
"kingsbury","south dakota",5220,47152,3686,0,7
"kinney","texas",3603,25703,255,1,0
"kiowa","colorado",1444,41542,445,0,0
"kiowa","kansas",2496,39496,11253,0,5
"kiowa","oklahoma",9310,33068,2040,1,7
"kit carson","colorado",8094,43194,1937,2,2
"kitsap","washington",254991,61112,110505,17,102
"kittitas","washington",41672,42769,46493,12,39
"kittson","minnesota",4493,50049,7756,0,5
"klamath","oregon",65912,41787,38361,16,34
"kleberg","texas",32025,37222,81719,4,10
"klickitat","washington",20699,38774,11657,21,16
"knott","kentucky",16124,31735,28728,3,44
"knox","illinois",52247,40112,41594,13,47
"knox","indiana",38122,40391,83328,2,33
"knox","kentucky",31735,22364,8678,0,17
"knox","maine",39668,46845,38521,6,32
"knox","missouri",4082,34596,1911,0,3
"knox","nebraska",8573,38965,3590,1,5
"knox","ohio",60705,48734,187842,3,77
"knox","tennessee",441311,47277,775204,37,311
"knox","texas",3789,32646,1401,0,1
"koochiching","minnesota",13208,41135,13164,3,10
"kootenai","idaho",142357,48075,102354,7,105
"kosciusko","indiana",77609,51141,66226,8,74
"kossuth","iowa",15346,49548,9057,2,9
"la crosse","wisconsin",116461,50510,430486,15,188
"la moure","north dakota",4114,49922,3189,0,4
"la plata","colorado",52401,56910,66304,2,32
"la porte","indiana",111246,46934,125538,2,83
"la salle","illinois",112973,52469,58888,1,59
"la salle","louisiana",14927,42066,7193,0,17
"la salle","texas",7109,25313,1786,2,12
"labette","kansas",21284,40587,10263,3,14
"lac qui parle","minnesota",7109,48269,10859,0,6
"lackawanna","pennsylvania",214477,45185,466948,12,178
"laclede","missouri",35417,39697,21637,2,24
"lafayette","arkansas",7447,30152,2553,1,0
"lafayette","florida",8804,49713,2171,0,2
"lafayette","louisiana",227055,48591,362916,10,272
"lafayette","mississippi",49495,41166,95680,0,39
"lafayette","missouri",33080,50000,19900,4,21
"lafayette","wisconsin",16853,49850,7591,0,4
"lafourche","louisiana",97029,49262,46954,4,78
"lagrange","indiana",37521,47057,10087,0,8
"lake","california",63983,39525,28713,16,40
"lake","colorado",7338,40543,4603,0,3
"lake","florida",303186,47509,234106,24,237
"lake","illinois",702120,79666,1510252,34,400
"lake","indiana",493618,49443,423231,170,369
"lake","michigan",11498,30639,2150,2,1
"lake","minnesota",10818,47450,15312,4,10
"lake","montana",28986,38268,20166,6,17
"lake","ohio",229582,55968,228720,6,202
"lake","oregon",7771,36583,4214,6,1
"lake","south dakota",11771,46412,70130,0,10
"lake","tennessee",7690,26797,516,0,0
"lake of the woods","minnesota",3973,43523,1402,0,4
"lamar","alabama",14259,34711,2288,0,4
"lamar","georgia",18057,39684,11919,0,20
"lamar","mississippi",57786,50075,27038,5,37
"lamar","texas",49811,40050,25560,9,24
"lamb","texas",14008,35589,4854,1,5
"lamoille","vermont",24958,53368,24892,2,26
"lampasas","texas",20107,48760,15986,1,11
"lancaster","nebraska",293407,51059,602944,47,327
"lancaster","pennsylvania",526823,55816,631773,36,456
"lancaster","south carolina",79089,40034,118962,3,84
"lancaster","virginia",11236,46625,5081,1,6
"lander","nevada",5941,69814,2333,1,2
"lane","kansas",1704,41536,1912,0,2
"lane","oregon",354542,42621,753240,93,286
"langlade","wisconsin",19646,42045,21798,3,29
"lanier","georgia",10400,40878,3348,0,11
"lapeer","michigan",88173,54240,76375,7,68
"laramie","wyoming",94483,54156,635108,16,59
"larimer","colorado",310487,57215,2158326,66,171
"larue","kentucky",14151,37920,6381,1,6
"las animas","colorado",14945,40617,6322,0,5
"lassen","california",33658,52484,37438,1,12
"latah","idaho",38184,39578,164671,5,25
"latimer","oklahoma",11019,42610,3482,0,4
"lauderdale","alabama",92542,39702,43300,5,63
"lauderdale","mississippi",80220,35420,40896,2,92
"lauderdale","tennessee",27718,34078,22593,0,12
"laurel","kentucky",59462,37286,35109,5,107
"laurens","georgia",48041,37640,20909,4,61
"laurens","south carolina",66223,38713,23418,5,46
"lavaca","texas",19468,43570,4674,0,10
"lawrence","alabama",33838,40009,8557,4,17
"lawrence","arkansas",17012,32337,4511,1,4
"lawrence","illinois",16604,38326,8570,1,5
"lawrence","indiana",46078,43195,30019,0,26
"lawrence","kentucky",15848,32279,9048,1,22
"lawrence","mississippi",12551,37000,1798,0,1
"lawrence","missouri",38467,39829,5586,0,11
"lawrence","ohio",62109,38639,24587,7,48
"lawrence","pennsylvania",89871,43821,52996,0,87
"lawrence","south dakota",24397,45137,30713,4,28
"lawrence","tennessee",42086,35737,24680,1,34
"le flore","oklahoma",49873,36815,24923,9,23
"le sueur","minnesota",27677,58074,19388,0,34
"lea","new mexico",66338,46781,52599,6,76
"leake","mississippi",23297,32537,6955,1,5
"leavenworth","kansas",77739,62853,90329,9,54
"lebanon","pennsylvania",135251,53474,134102,7,86
"lee","alabama",147257,42320,169312,10,124
"lee","arkansas",10216,25270,1679,0,1
"lee","florida",645293,49444,501247,39,496
"lee","georgia",28746,58252,14449,6,33
"lee","illinois",35037,49451,33154,4,19
"lee","iowa",35617,42437,16738,7,31
"lee","kentucky",7706,24674,3067,0,11
"lee","mississippi",85042,41150,42354,4,97
"lee","north carolina",59715,44836,58083,0,112
"lee","south carolina",18654,27011,2180,0,15
"lee","texas",16601,45754,4180,0,4
"lee","virginia",25474,32588,8522,0,6
"leelanau","michigan",21607,55247,15962,3,10
"leflore","mississippi",30948,22353,24244,0,44
"lehigh","pennsylvania",355245,54312,677664,24,301
"lemhi","idaho",7758,40270,4262,1,2
"lenawee","michigan",98987,48595,91818,14,81
"lenoir","north carolina",59227,33749,24912,3,37
"leon","florida",283769,45827,1531593,25,299
"leon","texas",16803,42150,13007,3,35
"leslie","kentucky",11170,29050,5991,1,12
"letcher","kentucky",23952,29564,7876,3,17
"levy","florida",40025,35920,28140,6,9
"lewis","idaho",3889,35344,0,0,0
"lewis","kentucky",13835,27181,6233,1,13
"lewis","missouri",10174,40579,5756,1,1
"lewis","new york",27224,44281,13025,2,18
"lewis","tennessee",11896,32337,3950,0,3
"lewis","washington",75621,44373,39811,17,8
"lewis","west virginia",16371,34617,7528,0,19
"lewis and clark","montana",64876,53053,137278,11,57
"lexington","south carolina",270406,52857,253276,11,289
"liberty","florida",8276,40893,2167,0,9
"liberty","georgia",65471,44146,61579,4,91
"liberty","montana",2392,42674,637,0,0
"liberty","texas",76571,47460,40497,3,38
"licking","ohio",167537,54699,173447,10,150
"limestone","alabama",87654,47199,35388,20,38
"limestone","texas",23585,42851,7484,0,10
"lincoln","arkansas",14101,31480,641,0,0
"lincoln","colorado",5453,43375,2694,1,0
"lincoln","georgia",7737,36741,3327,0,10
"lincoln","idaho",5277,45077,1657,0,3
"lincoln","kansas",3174,41050,134,0,0
"lincoln","kentucky",24461,33398,14684,3,23
"lincoln","louisiana",46953,34152,97103,0,42
"lincoln","maine",34180,48862,20452,5,22
"lincoln","minnesota",5818,46270,4208,1,4
"lincoln","mississippi",34900,38438,10801,0,32
"lincoln","missouri",53354,53726,31231,0,49
"lincoln","montana",19491,32012,15576,6,12
"lincoln","nebraska",36099,49521,27616,8,30
"lincoln","nevada",5405,42662,2296,0,3
"lincoln","new mexico",20309,44557,14673,1,11
"lincoln","north carolina",79313,50279,65799,1,79
"lincoln","oklahoma",34189,41763,18773,1,18
"lincoln","oregon",46151,41764,31402,7,24
"lincoln","south dakota",48296,70043,22240,1,12
"lincoln","tennessee",33503,41454,16600,0,16
"lincoln","washington",10437,46765,6614,9,12
"lincoln","west virginia",21627,31880,4466,2,5
"lincoln","wisconsin",28392,47426,10807,0,14
"lincoln","wyoming",17961,60543,13300,2,13
"linn","iowa",215295,55666,731488,27,222
"linn","kansas",9441,44408,4727,1,3
"linn","missouri",12484,38211,8097,2,4
"linn","oregon",118360,46872,64591,21,120
"lipscomb","texas",3480,55457,3952,0,2
"litchfield","connecticut",187530,71497,106192,30,135
"little river","arkansas",12919,38564,2955,2,3
"live oak","texas",11664,45276,2321,2,1
"livingston","illinois",38647,52835,13466,2,12
"livingston","kentucky",9423,40248,5108,3,5
"livingston","louisiana",131942,57254,60238,8,100
"livingston","michigan",182838,71694,143013,37,149
"livingston","missouri",15037,42260,6134,0,10
"livingston","new york",64810,53231,98914,8,57
"llano","texas",19085,41837,11365,0,9
"logan","arkansas",21983,38447,8792,1,40
"logan","colorado",22631,42324,19060,1,13
"logan","illinois",30013,48714,14352,3,15
"logan","kansas",2784,41289,1858,1,1
"logan","kentucky",26646,35973,14190,1,20
"logan","nebraska",765,45625,510,0,0
"logan","north dakota",1924,42069,2805,2,2
"logan","ohio",45474,47378,43003,2,30
"logan","oklahoma",43666,50249,16198,1,24
"logan","west virginia",36168,36562,16060,2,50
"long","georgia",16048,38785,3700,0,14
"lonoke","arkansas",69839,51096,9581,6,13
"lorain","ohio",301478,52194,232868,13,306
"los alamos","new mexico",18159,104914,405779,0,4
"los angeles","california",9962789,56266,15529242,815,7692
"loudon","tennessee",49793,50458,38515,4,35
"loudoun","virginia",336898,120096,13634897,12,274
"louisa","iowa",11278,50982,2545,1,6
"louisa","virginia",33430,56502,23716,4,10
"loup","nebraska",589,36250,0,0,0
"love","oklahoma",9558,41163,2940,1,2
"loving","texas",71,78125,0,0,0
"lowndes","alabama",10857,27905,4552,1,6
"lowndes","georgia",114552,38535,105929,6,197
"lowndes","mississippi",59670,37626,19544,3,36
"lubbock","texas",285760,43983,403579,16,210
"lucas","iowa",8760,43184,6508,0,3
"lucas","ohio",437998,41949,711280,41,378
"luce","michigan",6522,42083,2563,2,0
"lumpkin","georgia",30611,43704,16971,2,24
"luna","new mexico",25041,30921,4972,10,2
"lunenburg","virginia",12588,35210,4764,0,3
"luzerne","pennsylvania",321027,43296,339786,10,368
"lycoming","pennsylvania",117168,43788,158217,0,110
"lyman","south dakota",3789,41389,3591,0,2
"lynn","texas",5783,46456,2683,0,2
"lyon","iowa",11757,49938,4927,1,5
"lyon","kansas",33748,37954,27123,3,20
"lyon","kentucky",8351,40546,9991,2,12
"lyon","minnesota",25543,47254,22109,1,22
"lyon","nevada",51327,46598,13941,1,5
"mackinac","michigan",11137,39055,1135,1,1
"macomb","michigan",847383,54087,686424,58,795
"macon","alabama",20535,29355,15253,0,7
"macon","georgia",14263,28726,2800,1,21
"macon","illinois",110122,45987,120974,11,72
"macon","missouri",15573,37889,6253,1,11
"macon","north carolina",33869,38653,31892,1,53
"macon","tennessee",22498,34747,8737,0,14
"macoupin","illinois",47231,48739,40051,0,34
"madera","california",152218,47724,67761,9,63
"madison","alabama",343080,57453,3883554,25,371
"madison","arkansas",15645,35579,12539,2,6
"madison","florida",18907,36557,14609,0,8
"madison","georgia",27922,41407,6382,1,17
"madison","idaho",37456,33791,78183,0,10
"madison","illinois",267883,53143,464558,18,277
"madison","indiana",130348,44035,87165,10,86
"madison","iowa",15654,56333,5910,4,5
"madison","kentucky",84786,41876,141477,11,80
"madison","louisiana",12154,26178,10220,0,4
"madison","mississippi",98468,59730,218388,4,92
"madison","missouri",12448,35141,5377,0,2
"madison","montana",7733,45242,3886,0,1
"madison","nebraska",35031,45077,31483,0,32
"madison","new york",72382,53473,185710,5,86
"madison","north carolina",20742,38063,12249,6,12
"madison","ohio",43053,54366,18316,2,37
"madison","tennessee",98656,40667,109540,13,118
"madison","texas",13677,37437,7413,0,9
"madison","virginia",13200,59734,5116,8,5
"magoffin","kentucky",13041,25410,6616,0,19
"mahaska","iowa",22443,46477,9710,0,14
"mahnomen","minnesota",5536,39385,3712,0,4
"mahoning","ohio",235145,40570,242158,21,341
"major","oklahoma",7683,48012,4763,0,4
"malheur","oregon",30630,39013,12731,4,3
"manatee","florida",333895,48181,223315,56,229
"manistee","michigan",24672,41169,9049,2,13
"manitowoc","wisconsin",80671,50181,45203,9,67
"marathon","wisconsin",134735,54316,111932,9,114
"marengo","alabama",20401,35165,9016,0,16
"maricopa","arizona",3942169,55099,7206185,713,4246
"maries","missouri",9014,42018,4975,4,5
"marin","california",256069,89605,588838,38,109
"marinette","wisconsin",41563,41574,30175,2,33
"marion","alabama",30327,31799,21897,1,36
"marion","arkansas",16568,34063,6796,1,16
"marion","florida",335125,40103,223809,32,239
"marion","georgia",8711,32610,2439,0,6
"marion","illinois",38894,40097,8050,4,7
"marion","indiana",918977,43197,10234761,71,1154
"marion","iowa",33419,53730,33051,3,23
"marion","kansas",12347,45941,7399,0,11
"marion","kentucky",20090,38202,9430,1,19
"marion","mississippi",26442,32117,9733,4,14
"marion","missouri",28745,40915,4411,1,14
"marion","ohio",66238,41337,42249,3,144
"marion","oregon",319985,46191,486521,64,188
"marion","south carolina",32457,31762,13224,0,20
"marion","tennessee",28291,39857,19013,0,32
"marion","texas",10324,31903,6893,3,9
"marion","west virginia",56678,39870,43424,3,82
"mariposa","california",17905,49174,13556,7,17
"marlboro","south carolina",28145,28511,8151,1,21
"marquette","michigan",67906,45495,75473,6,42
"marquette","wisconsin",15205,45046,11120,0,4
"marshall","alabama",94776,38563,43755,6,66
"marshall","illinois",12327,51642,20810,1,6
"marshall","indiana",47024,48536,26156,1,32
"marshall","iowa",40857,47691,156979,3,24
"marshall","kansas",10022,42464,6894,2,8
"marshall","kentucky",31344,45605,16605,4,33
"marshall","minnesota",9449,49636,5610,0,12
"marshall","mississippi",36612,33279,11608,2,10
"marshall","oklahoma",15957,39473,3717,3,2
"marshall","south dakota",4671,41731,4341,0,10
"marshall","tennessee",30883,41620,20635,4,15
"marshall","west virginia",32674,37313,10586,4,26
"martin","florida",148817,53612,143246,18,107
"martin","indiana",10260,43592,11005,0,5
"martin","kentucky",12743,23920,3686,0,7
"martin","minnesota",20475,44791,19921,3,20
"martin","north carolina",23961,36345,7016,0,11
"martin","texas",5017,42050,127,0,0
"mason","illinois",14327,42929,9440,1,7
"mason","kentucky",17512,40678,11127,0,12
"mason","michigan",28680,40683,23377,4,19
"mason","texas",4003,41462,3575,1,4
"mason","washington",60832,48912,46672,6,38
"mason","west virginia",27179,36468,12085,3,21
"massac","illinois",15234,40885,2803,0,9
"matagorda","texas",36547,43962,83903,3,12
"mathews","virginia",8884,54118,5615,0,3
"maury","tennessee",81990,46552,54932,12,76
"maverick","texas",55365,29504,20293,3,19
"mayes","oklahoma",41168,42425,17935,0,16
"mcclain","oklahoma",35613,56128,12028,1,17
"mccone","montana",1701,50774,382,0,0
"mccook","south dakota",5610,46964,2039,0,6
"mccormick","south carolina",9943,36243,3572,0,8
"mccracken","kentucky",65549,44054,62852,10,88
"mccreary","kentucky",18069,24292,5101,0,8
"mcculloch","texas",8313,37861,3857,2,10
"mccurtain","oklahoma",33203,31328,19422,3,26
"mcdonald","missouri",22876,37701,7397,4,11
"mcdonough","illinois",32537,34186,68292,4,18
"mcdowell","north carolina",44998,35230,28753,4,23
"mcdowell","west virginia",21326,21967,11361,0,13
"mcduffie","georgia",21663,36841,16569,2,23
"mchenry","illinois",308145,76909,250157,19,281
"mchenry","north dakota",5789,41989,1719,0,2
"mcintosh","georgia",13839,37194,12394,0,11
"mcintosh","north dakota",2751,35757,382,0,0
"mcintosh","oklahoma",20584,32305,8680,0,13
"mckean","pennsylvania",43127,40721,21615,5,36
"mckenzie","north dakota",7987,53902,4971,0,13
"mckinley","new mexico",73016,31947,23292,11,10
"mclean","illinois",172281,59410,204112,16,116
"mclean","kentucky",9506,40183,3065,1,2
"mclean","north dakota",9309,52996,2124,2,5
"mclennan","texas",238707,41656,288652,20,181
"mcleod","minnesota",36053,57323,31516,1,24
"mcminn","tennessee",52416,38604,29058,2,29
"mcmullen","texas",726,29500,511,0,0
"mcnairy","tennessee",26180,34953,8263,0,11
"mcpherson","kansas",29356,53332,23272,3,22
"mcpherson","nebraska",509,57917,127,0,0
"mcpherson","south dakota",2439,35065,1146,0,0
"meade","kansas",4396,49551,1658,0,0
"meade","kentucky",29237,45007,23424,5,32
"meade","south dakota",26052,47504,13536,0,6
"meagher","montana",1924,33846,756,2,0
"mecklenburg","north carolina",969031,55994,2441449,94,1250
"mecklenburg","virginia",31749,36069,14431,3,25
"mecosta","michigan",43318,37677,83785,3,27
"medina","ohio",173684,65578,141009,8,196
"medina","texas",46765,50101,10942,3,19
"meeker","minnesota",23061,51929,16514,2,9
"meigs","ohio",23593,33708,7645,2,16
"meigs","tennessee",11698,34942,3152,0,2
"mellette","south dakota",2101,34013,255,0,0
"menard","illinois",12722,56943,12142,0,6
"menard","texas",2240,41923,254,0,0
"mendocino","california",87428,44527,59305,24,46
"menifee","kentucky",6220,28279,2296,0,7
"menominee","michigan",23815,42014,9905,2,6
"merced","california",262305,43945,225112,16,120
"mercer","illinois",16219,51216,8400,0,10
"mercer","kentucky",21261,47690,8848,1,14
"mercer","missouri",3729,34440,1417,0,1
"mercer","new jersey",368303,73883,1553628,12,338
"mercer","north dakota",8486,62578,10860,1,13
"mercer","ohio",40875,51236,20840,1,46
"mercer","pennsylvania",115655,43504,86990,17,98
"mercer","west virginia",62523,33704,50736,2,51
"meriwether","georgia",21273,37028,13795,3,6
"merrick","nebraska",7780,49262,15451,1,31
"merrimack","new hampshire",146761,65722,204125,19,129
"mesa","colorado",147848,52986,102086,2,89
"metcalfe","kentucky",9969,35199,5612,0,7
"miami","indiana",36486,39746,10236,10,16
"miami","kansas",32612,59668,30957,6,26
"miami","ohio",103060,51438,133285,10,91
"miami-dade","florida",2591035,43957,2015718,161,1449
"middlesex","connecticut",165602,77095,349775,17,126
"middlesex","massachusetts",1537215,79691,32795378,81,1223
"middlesex","new jersey",823041,78622,15951197,40,754
"middlesex","virginia",10822,53615,11281,0,6
"midland","michigan",83822,52465,425461,8,59
"midland","texas",146645,57807,107236,9,113
"mifflin","pennsylvania",46773,38892,20053,0,11
"milam","texas",24157,39751,15884,0,7
"millard","utah",12569,47062,25695,1,8
